in s,C1 in V
-1.8878136E+00,-1.61133E+00
-1.8876288E+00,-1.57227E+00
-1.8874440E+00,-1.51367E+00
-1.8872592E+00,-1.57227E+00
-1.8870744E+00,-1.59180E+00
-1.8868896E+00,-1.55273E+00
-1.8867048E+00,-1.61133E+00
-1.8865200E+00,-1.55273E+00
-1.8863352E+00,-1.61133E+00
-1.8861504E+00,-1.63086E+00
-1.8859656E+00,-1.59180E+00
-1.8857808E+00,-1.59180E+00
-1.8855960E+00,-1.59180E+00
-1.8854112E+00,-1.55273E+00
-1.8852264E+00,-1.53320E+00
-1.8850416E+00,-1.63086E+00
-1.8848568E+00,-1.57227E+00
-1.8846720E+00,-1.59180E+00
-1.8844872E+00,-1.57227E+00
-1.8843024E+00,-1.59180E+00
-1.8841176E+00,-1.65039E+00
-1.8839328E+00,-1.59180E+00
-1.8837480E+00,-1.59180E+00
-1.8835632E+00,-1.59180E+00
-1.8833784E+00,-1.57227E+00
-1.8831936E+00,-1.59180E+00
-1.8830088E+00,-1.53320E+00
-1.8828240E+00,-1.55273E+00
-1.8826392E+00,-1.57227E+00
-1.8824544E+00,-1.57227E+00
-1.8822696E+00,-1.63086E+00
-1.8820848E+00,-1.57227E+00
-1.8819000E+00,-1.55273E+00
-1.8817152E+00,-1.63086E+00
-1.8815304E+00,-1.55273E+00
-1.8813456E+00,-1.65039E+00
-1.8811608E+00,-1.61133E+00
-1.8809760E+00,-1.57227E+00
-1.8807912E+00,-1.55273E+00
-1.8806064E+00,-1.63086E+00
-1.8804216E+00,-1.59180E+00
-1.8802368E+00,-1.55273E+00
-1.8800520E+00,-1.61133E+00
-1.8798672E+00,-1.57227E+00
-1.8796824E+00,-1.63086E+00
-1.8794976E+00,-1.57227E+00
-1.8793128E+00,-1.59180E+00
-1.8791280E+00,-1.57227E+00
-1.8789432E+00,-1.59180E+00
-1.8787584E+00,-1.57227E+00
-1.8785736E+00,-1.61133E+00
-1.8783888E+00,-1.57227E+00
-1.8782040E+00,-1.57227E+00
-1.8780192E+00,-1.53320E+00
-1.8778344E+00,-1.59180E+00
-1.8776496E+00,-1.59180E+00
-1.8774648E+00,-1.57227E+00
-1.8772800E+00,-1.59180E+00
-1.8770952E+00,-1.55273E+00
-1.8769104E+00,-1.53320E+00
-1.8767256E+00,-1.51367E+00
-1.8765408E+00,-1.57227E+00
-1.8763560E+00,-1.61133E+00
-1.8761712E+00,-1.61133E+00
-1.8759864E+00,-1.63086E+00
-1.8758016E+00,-1.55273E+00
-1.8756168E+00,-1.57227E+00
-1.8754320E+00,-1.55273E+00
-1.8752472E+00,-1.55273E+00
-1.8750624E+00,-1.55273E+00
-1.8748776E+00,-1.65039E+00
-1.8746928E+00,-1.59180E+00
-1.8745080E+00,-1.51367E+00
-1.8743232E+00,-1.57227E+00
-1.8741384E+00,-1.59180E+00
-1.8739536E+00,-1.63086E+00
-1.8737688E+00,-1.57227E+00
-1.8735840E+00,-1.61133E+00
-1.8733992E+00,-1.59180E+00
-1.8732144E+00,-1.61133E+00
-1.8730296E+00,-1.57227E+00
-1.8728448E+00,-1.53320E+00
-1.8726600E+00,-1.53320E+00
-1.8724752E+00,-1.53320E+00
-1.8722904E+00,-1.61133E+00
-1.8721056E+00,-1.63086E+00
-1.8719208E+00,-1.51367E+00
-1.8717360E+00,-1.55273E+00
-1.8715512E+00,-1.57227E+00
-1.8713664E+00,-1.61133E+00
-1.8711816E+00,-1.57227E+00
-1.8709968E+00,-1.63086E+00
-1.8708120E+00,-1.59180E+00
-1.8706272E+00,-1.59180E+00
-1.8704424E+00,-1.59180E+00
-1.8702576E+00,-1.51367E+00
-1.8700728E+00,-1.59180E+00
-1.8698880E+00,-1.59180E+00
-1.8697032E+00,-1.65039E+00
-1.8695184E+00,-1.61133E+00
-1.8693336E+00,-1.55273E+00
-1.8691488E+00,-1.55273E+00
-1.8689640E+00,-1.59180E+00
-1.8687792E+00,-1.53320E+00
-1.8685944E+00,-1.57227E+00
-1.8684096E+00,-1.57227E+00
-1.8682248E+00,-1.63086E+00
-1.8680400E+00,-1.57227E+00
-1.8678552E+00,-1.63086E+00
-1.8676704E+00,-1.59180E+00
-1.8674856E+00,-1.61133E+00
-1.8673008E+00,-1.59180E+00
-1.8671160E+00,-1.61133E+00
-1.8669312E+00,-1.57227E+00
-1.8667464E+00,-1.57227E+00
-1.8665616E+00,-1.59180E+00
-1.8663768E+00,-1.57227E+00
-1.8661920E+00,-1.53320E+00
-1.8660072E+00,-1.59180E+00
-1.8658224E+00,-1.57227E+00
-1.8656376E+00,-1.61133E+00
-1.8654528E+00,-1.57227E+00
-1.8652680E+00,-1.49414E+00
-1.8650832E+00,-1.59180E+00
-1.8648984E+00,-1.53320E+00
-1.8647136E+00,-1.55273E+00
-1.8645288E+00,-1.53320E+00
-1.8643440E+00,-1.55273E+00
-1.8641592E+00,-1.51367E+00
